ID_W,DATA,CZAS_T0_UTC,Mw,Lat,Lon
20241206.161948.23,06.12.2024,16:19:48.23,"2,99","50,1008","19,3444"
20241206.172919.86,06.12.2024,17:29:19.86,"2,6","50,1664","18,6094"
20241207.011234.83,07.12.2024,01:12:34.83,"2,26","50,1808","19,342"
20241207.033842.13,07.12.2024,03:38:42.13,"2,5","50,1819","19,3423"
20241207.061031.35,07.12.2024,06:10:31.35,"2,86","50,0972","19,3683"
20241207.082224.19,07.12.2024,08:22:24.19,"2,67","50,1669","18,6108"
20241208.172841.05,08.12.2024,17:28:41.05,"2,5","50,1916","18,7953"
20241209.132206.99,09.12.2024,13:22:06.99,"2,63","50,0973","19,367"
20241210.010534.69,10.12.2024,01:05:34.69,"3,06","50,0976","19,3645"
20241210.030650.91,10.12.2024,03:06:50.91,"2,46","50,1009","19,3439"
20241210.094551.38,10.12.2024,09:45:51.38,"2,87","50,1673","18,6113"
20241210.200143.70,10.12.2024,20:01:43.70,"2,73","50,1003","19,3444"
20241211.045020.50,11.12.2024,04:50:20.50,"2,81","50,0969","19,367"
20241211.162133.43,11.12.2024,16:21:33.43,"2,78","50,1669","18,6106"
20241211.231000.48,11.12.2024,23:10:00.48,"2,64","50,1784","18,6437"
20241212.105254.30,12.12.2024,10:52:54.30,"2,7","50,0972","19,3668"
20241212.173653.26,12.12.2024,17:36:53.26,"2,5","50,1664","18,61"
20241212.183920.00,12.12.2024,18:39:20.00,"2,62","50,1882","19,0824"
20241213.154512.29,13.12.2024,15:45:12.29,"2,56","50,0971","19,368"
20241213.164234.42,13.12.2024,16:42:34.42,"3,08","50,0976","19,3685"
20241213.232214.21,13.12.2024,23:22:14.21,"3,05","50,0923","19,21"
20241214.044556.52,14.12.2024,04:45:56.52,"2,91","50,0973","19,3665"
20241215.081507.86,15.12.2024,08:15:07.86,"2,87","50,0976","19,3682"
20241216.154659.14,16.12.2024,15:46:59.14,"2,49","50,2278","18,82"
20241217.002109.44,17.12.2024,00:21:09.44,"3,02","50,0976","19,3664"
20241217.013340.45,17.12.2024,01:33:40.45,"1,96","50,08","18,4587"
20241217.013848.04,17.12.2024,01:38:48.04,"2,67","50,0981","19,3641"
20241217.042758.78,17.12.2024,04:27:58.78,"2,43","50,2308","18,8807"
20241217.081901.91,17.12.2024,08:19:01.91,"2,51","50,1664","18,6093"
20241217.182519.29,17.12.2024,18:25:19.29,"2,1","50,0807","18,4572"
20241217.230712.89,17.12.2024,23:07:12.89,"2,58","50,0982","19,364"
20241218.011247.75,18.12.2024,01:12:47.75,"2,76","50,1655","18,609"
20241218.085805.31,18.12.2024,08:58:05.31,"2,59","50,2303","18,8802"
20241218.132037.21,18.12.2024,13:20:37.21,"3,49","50,2252","19,0272"
20241218.191250.43,18.12.2024,19:12:50.43,"2,47","50,1664","18,6084"
20241218.211018.98,18.12.2024,21:10:18.98,"3,07","50,0971","19,3667"
20241219.042402.64,19.12.2024,04:24:02.64,"2,46","50,0257","18,5246"
20241219.230307.09,19.12.2024,23:03:07.09,"3,08","50,2115","18,7138"
20241220.111021.78,20.12.2024,11:10:21.78,"2,96","50,2394","18,7442"
20241220.210050.50,20.12.2024,21:00:50.50,"3,14","50,0261","18,5248"
20241220.210710.39,20.12.2024,21:07:10.39,"2,68","50,1006","19,3435"
20241221.011829.61,21.12.2024,01:18:29.61,"2,91","50,0973","19,3686"
20241221.011846.71,21.12.2024,01:18:46.71,"3,09","50,0966","19,3666"
20241221.180407.73,21.12.2024,18:04:07.73,"2,74","50,0967","19,3672"
20241221.213115.05,21.12.2024,21:31:15.05,"2,74","50,0984","19,364"
20241222.013619.03,22.12.2024,01:36:19.03,"2,78","50,101","19,3434"
20241223.155900.10,23.12.2024,15:59:00.10,"2,77","50,1003","19,3434"
20241223.220830.27,23.12.2024,22:08:30.27,"2,64","50,0968","19,3666"
20241223.230004.98,23.12.2024,23:00:04.98,"2,93","50,097","19,3668"
20241224.010239.61,24.12.2024,01:02:39.61,"2,65","50,0988","19,3639"
20241224.023244.61,24.12.2024,02:32:44.61,"2,67","50,101","19,3433"
20241227.200720.28,27.12.2024,20:07:20.28,"2,8","50,1002","19,3434"
20241227.225127.79,27.12.2024,22:51:27.79,"2,68","50,098","19,364"
20241227.233017.19,27.12.2024,23:30:17.19,"2,11","50,0798","18,457"
20241228.032835.06,28.12.2024,03:28:35.06,"2,56","50,0969","19,3672"
20241228.130421.95,28.12.2024,13:04:21.95,"2,17","50,0802","18,4585"
20241229.145845.58,29.12.2024,14:58:45.58,"2,61","50,0968","19,3664"
20241230.101858.38,30.12.2024,10:18:58.38,"2,76","50,097","19,3679"
20241230.172645.39,30.12.2024,17:26:45.39,"2,89","50,1673","18,61"
20241230.204218.94,30.12.2024,20:42:18.94,"1,97","50,0794","18,4568"
20241231.065212.53,31.12.2024,06:52:12.53,"3,39","50,2309","18,8822"
